HIDRoot12	MorexRoot12	HIDRoot11	RumRhizo12	RumRoot11	MorexRoot11	RumRoot10	HIDRhizo12	MorexRhizo10	HIDRhizo11	RumRhizo10	HIDRoot10	Bulk10	MorexRhizo11	MorexRhizo12	HIDRhizo10	MorexRoot10	RumRhizo11	RumRoot12	Bulk11	Bulk12	MorexRhizo20	RumRhizo21	RumRoot22	MorexRhizo22	RumRhizo20	MorexRhizo23	HIDRhizo21	MorexRoot23	MorexRoot20	Bulk23	Bulk20	RumRoot20	HIDRoot20	Bulk22	MorexRoot22	HIDRhizo22	HIDRoot21	HIDRoot22	RumRhizo22	RumRoot21	HIDRhizo20
OTU1244	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
OTU752	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU672	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	4	0	0	0	0	5	5	0	0	2	0	0	0	0	0	0	1
OTU646	1	2	0	1	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
OTU1286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4	1	0	1	6	1	1	3	0	0	0	0	0	1	0	5	0	2	0	1	1
OTU972	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU351	1	1	1	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	6	3	5	0	0	2	4	0	0	8	0	1	0	0	1	0	0
OTU584	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
OTU1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU256	0	0	0	2	0	0	0	3	1	1	0	0	3	0	0	0	0	2	0	1	0	3	0	0	1	3	0	0	0	0	8	19	0	0	7	0	0	0	0	1	0	1
OTU727	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU262	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	2	1	0	0	3	0	0	4	0	0	0	0	1	0	1
OTU446	1	1	1	0	0	4	5	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	6	0	0	1	1	11	1	1	1	2	3	0	2	5	0	1	1	1
OTU53	3	7	4	1	0	6	4	6	2	3	0	10	0	0	1	1	6	1	1	0	1	1	3	9	4	22	2	1	37	12	1	1	12	8	2	20	9	12	6	3	8	4
OTU853	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	2
OTU369	0	0	2	0	1	0	0	1	0	0	0	4	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU284	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	4	1	0	0	0	5	6	0	0	2	0	0	0	0	2	0	0
OTU309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	1	1	2	1	2	5	0	3	0	6	7	2	1	2	2	0	1	2
OTU289	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	0	0	2	1	4	1	1	0	3	0
OTU294	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	3	0	0	0	2	0	0	0	1	5	5	0	0	1	0	0	0	0	1	0	0
OTU505	1	1	1	2	1	0	3	4	0	2	0	3	0	1	1	1	0	1	0	1	0	6	1	0	1	1	0	1	0	3	6	5	0	2	1	0	0	0	1	1	0	2
OTU1278	0	0	2	1	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU681	0	2	5	3	0	1	5	1	2	3	0	5	3	1	2	7	0	1	0	6	0	6	1	0	3	5	0	2	2	2	23	21	0	5	50	1	2	3	1	1	0	4
OTU352	0	0	5	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0
OTU519	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
OTU669	0	1	1	0	0	0	2	1	2	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU619	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
OTU472	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0
OTU220	0	0	0	1	0	0	1	2	2	3	0	1	1	0	0	4	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	7	0	0	2	0	0	0	0	0	0	1
OTU222	0	2	2	2	0	1	0	1	0	2	2	1	3	0	2	2	0	2	5	2	1	3	0	0	1	2	1	0	0	0	6	17	0	1	2	1	0	0	2	0	1	0
OTU526	3	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU783	1	0	1	3	1	1	0	0	0	2	0	0	0	3	0	3	1	0	0	2	3	5	2	0	2	0	2	3	0	0	14	9	0	0	14	0	0	1	0	2	1	2
OTU607	0	0	3	5	2	0	0	1	1	0	1	0	0	1	0	3	0	0	1	0	0	3	1	0	0	1	2	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0
OTU1279	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU35	4	8	14	6	6	15	19	5	5	1	3	38	0	3	4	1	13	1	2	3	3	12	5	10	8	6	10	3	3	26	1	7	13	17	0	10	1	12	12	2	8	5
OTU1155	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2
OTU327	0	3	0	4	0	0	1	1	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	2	0	0	1	2	1	1	0	0	0	1	1
OTU407	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
OTU956	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU114	1	4	0	1	2	3	1	5	3	4	1	0	0	0	4	1	2	1	0	6	2	3	1	0	4	0	1	10	1	0	20	18	1	0	52	1	6	4	1	3	0	5
OTU523	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	3	0	1	2	0	0	0	0	1	1	0
OTU133	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	12	2	0	3	3	0	3	1	5	0	0	0	0	0	0	2	2	1	11	2	5
OTU342	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	2	0	2	1	3	0	1	2	1	1	0	1	2	0	0	0	0	1	1	0
OTU1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1020	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU143	1	1	2	4	0	0	1	3	0	2	0	0	0	0	1	2	0	1	0	2	1	1	1	0	2	2	2	0	0	2	8	13	0	1	6	0	0	1	0	1	0	1
OTU312	0	0	0	0	0	1	1	2	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	3	5	0	0	3	0	0	0	0	0	0	1
OTU96	0	0	0	0	0	1	0	1	5	0	4	2	2	6	3	3	3	0	1	1	2	25	5	0	5	49	1	3	0	0	2	10	3	0	12	5	2	0	3	2	0	4
OTU432	1	0	1	4	0	1	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	4	0	0	2	0	0	0	0	0	0	0
OTU821	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	1	0	0
OTU238	0	1	0	9	0	0	3	5	1	6	1	3	1	1	3	6	0	0	0	1	2	3	2	2	1	4	3	1	0	3	11	15	0	3	6	1	0	1	2	1	0	0
OTU667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0
OTU794	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU265	0	0	0	0	0	0	3	0	0	0	1	1	2	1	1	3	0	0	0	1	0	0	1	0	0	1	0	1	0	1	6	12	0	0	12	0	1	0	0	0	0	0
OTU870	3	1	0	3	0	0	1	3	1	0	0	2	0	0	0	0	1	0	0	0	0	5	2	1	4	5	3	0	2	1	0	2	0	0	1	4	4	2	3	1	0	2
OTU1188	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU998	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU1017	0	0	5	3	2	0	1	5	2	3	1	6	1	0	1	1	1	0	0	1	2	2	0	0	1	1	1	6	2	1	4	3	0	0	5	0	0	1	0	1	0	0
OTU339	1	2	0	1	2	0	3	2	2	2	0	0	0	2	0	0	1	0	0	0	0	2	1	0	2	0	3	1	0	6	0	1	0	0	0	1	0	3	0	0	0	0
OTU714	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0
OTU626	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1182	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
OTU1110	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0
OTU310	1	3	10	2	9	1	0	3	0	4	0	6	0	0	5	3	1	0	0	0	0	0	0	0	2	14	1	1	1	1	3	2	0	4	2	3	0	0	0	0	0	1
OTU1095	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0
OTU416	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	3	0	0	2	4	2	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0
OTU1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU403	0	0	0	2	0	0	1	2	2	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	2	4	0	0	2	0	0	1	0	0	0	1
OTU1189	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1047	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU121	2	0	1	0	0	0	2	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	2	13	18	1	1	20	4	0	2	3	1	1	1
OTU1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU160	1	0	3	3	1	4	2	0	1	2	0	1	1	3	2	4	1	0	1	0	3	4	4	3	0	5	2	2	6	8	6	21	1	3	4	2	3	0	0	2	2	0
OTU910	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0
OTU438	0	2	0	0	0	0	0	1	1	0	0	2	0	0	1	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	6	0	0	3	0	0	1	0	0	0	1
OTU367	0	0	0	2	0	1	0	9	2	0	0	0	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	1	0	0
OTU1250	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1011	0	1	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	3	2	1	2	1	0	0	0	0	5	0	1	0	1	0	0	3	0	0	1
OTU346	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	1	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1
OTU927	2	2	6	2	0	0	0	3	0	3	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU326	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	3	3	1	0	0	1	0	0	0	0	3	4	0	0	2	0	0	0	0	0	0	0
OTU300	2	1	0	1	0	1	0	3	1	1	2	0	0	1	2	1	1	1	0	1	0	3	1	0	0	0	1	0	0	5	5	8	0	1	9	1	0	0	0	0	0	1
OTU922	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU680	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU971	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU149	0	1	2	4	2	0	4	9	0	6	1	2	0	1	3	3	2	1	0	5	2	6	2	0	4	7	6	5	0	2	21	23	0	1	46	3	5	1	0	1	0	12
OTU937	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU285	1	0	0	1	0	5	3	1	2	0	0	1	0	0	4	4	0	1	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	2	1	0	0	1
OTU314	1	0	0	0	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	3	0	0	0	0	0	0	1
OTU801	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU1107	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1228	0	0	0	1	0	0	1	1	1	2	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	1	5	0	1	2	0	0	0	0	0	1	0
OTU353	1	0	1	6	0	0	0	2	0	1	0	1	3	3	2	8	0	0	1	2	4	2	1	0	0	3	0	0	0	0	8	20	0	0	8	0	1	0	1	1	0	1
OTU1339	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1233	0	2	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
OTU424	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	4	0	0	0	1	4	0	1	0	1	1	1	0	0	0	1	5	0	0	2	1	1	0	0	0	0	0
OTU991	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU597	1	1	2	2	1	0	2	0	1	1	2	4	2	1	0	0	2	0	0	1	0	1	0	2	1	0	0	1	0	4	5	4	0	1	6	2	1	1	0	0	0	1
OTU748	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU337	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	1	1	1	0	1	2	0	1	0	1	1	0	0	1	0	1	6	0	0	8	0	0	0	0	1	0	0
OTU460	0	0	0	0	1	0	0	0	0	3	1	1	1	2	1	3	0	1	0	0	3	1	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0
OTU1140	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU451	0	0	1	0	1	0	0	3	1	0	2	0	2	1	1	7	0	0	0	1	1	2	0	0	1	1	0	1	1	0	4	10	0	1	6	0	0	0	0	0	0	0
OTU357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2	9	0	0	3	0	0	0	0	0	0	0
OTU439	0	0	1	4	1	0	1	0	2	6	1	0	0	1	3	4	0	2	0	0	1	4	0	0	1	10	1	0	0	2	9	9	0	0	3	0	1	0	0	0	0	1
OTU1340	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1367	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU315	0	0	2	1	1	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	8	0	0	0	0	4	1	0	1	0	1	0	1
OTU132	0	2	1	0	0	0	1	0	4	2	0	0	1	0	3	1	1	0	0	0	0	2	0	1	3	3	3	3	0	0	6	13	0	2	12	0	0	0	0	1	0	0
OTU535	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
OTU139	3	6	0	2	1	2	2	3	1	0	0	2	0	0	3	1	2	1	0	4	0	1	3	0	1	5	0	2	1	5	6	8	0	0	13	6	5	0	1	1	1	3
OTU1191	2	0	2	4	3	1	1	2	2	0	0	0	0	1	0	1	1	0	0	0	2	2	1	0	2	3	1	0	0	7	0	0	1	0	1	1	0	0	0	0	1	1
OTU1277	1	1	3	3	2	1	1	0	2	2	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	3	0	2	0	2	2	0	1	0	1	0	0	0
OTU784	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU455	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	3	1	0	0	7	0	0	0	0	0	0	0
OTU1132	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU594	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1
OTU676	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
OTU528	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU1156	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU516	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU498	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU373	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU664	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU101	0	0	1	1	0	0	0	1	0	2	2	2	1	2	1	6	0	1	0	0	2	2	0	0	1	2	1	2	0	0	13	19	0	0	13	0	1	0	0	2	0	3
OTU947	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	4	0	0	0	1	0	1	0	0	0	2	0	0	0	0	4	5	0	0	1	0	1	0	0	1	0	0
OTU1010	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU421	0	2	3	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	4	0	1	2	2	0	0	1	0	0	0	0	0	0	1
OTU514	1	0	2	3	0	1	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	3	2	0	0	2	1	1	0	1	0	0	0
OTU571	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU912	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	6	0	0	1	2	1	0	0	0	1	8	0	0	6	0	0	1	0	0	0	2
OTU253	0	0	0	0	1	0	1	0	1	1	2	0	2	0	2	2	0	1	0	2	0	1	0	0	1	2	1	1	1	0	3	12	0	0	2	2	0	0	1	0	0	0
OTU761	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU857	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU921	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU80	1	2	0	0	2	1	15	0	0	0	0	1	0	2	0	0	17	0	1	0	0	2	0	0	3	1	1	1	0	54	0	1	0	0	0	0	0	15	0	0	1	1
OTU543	0	0	0	0	0	0	0	1	1	2	0	3	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU70	1	13	2	4	0	3	5	4	2	8	5	5	4	2	1	5	3	1	1	2	4	6	2	1	5	8	2	12	0	11	18	23	4	2	52	1	4	1	1	6	3	6
OTU208	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	3	0	0	2	4	1	3	0	3	0	3	1	2	8	0	1	0
OTU624	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
OTU882	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU333	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	2	3	0	0	4	0	1	0	0	0	0	2
OTU1310	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU569	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU740	0	0	0	0	2	0	3	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0
OTU546	0	0	1	0	0	0	0	2	2	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	2	1	0	0	0	1	6	0	0	5	1	0	0	0	0	0	0
OTU1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU841	0	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1009	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	0	0	4	0	0	0	0	0	1	0
